0,3,0
1,3,0
2,3,0
3,3,0
4,3,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,0
3,8,0
2,8,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
2,15,0
3,15,0
4,15,0
5,15,0
6,15,0
7,15,0
8,15,0
9,15,0
10,15,0
11,15,0
11,14,0
11,13,0
11,12,0
11,11,0
11,10,0
11,9,0
11,8,0
11,7,0
11,6,0
12,6,0
13,6,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
14,11,0
15,11,0
16,11,0
17,11,0
18,11,0
19,11,0
19,10,0
19,9,0
19,8,0
20,8,0
21,8,0
22,8,0
23,8,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,0
5,10,0
4,10,0
3,10,0
3,11,0
3,12,0
3,13,0
4,13,0
5,13,0
6,13,0
7,13,0
8,13,0
9,13,0
9,12,0
9,11,0
9,10,0
9,9,0
9,8,0
9,7,0
9,6,0
9,5,0
9,4,0
10,4,0
11,4,0
12,4,0
13,4,0
14,4,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
16,9,0
17,9,0
17,8,0
17,7,0
17,6,0
18,6,0
19,6,0
20,6,0
21,6,0
22,6,0
